url,type,status,http,title,titleLen,metaDescLen,canonical,h1,words,links,noindex,jsonld,faq,breadcrumb,app,failures
https://calcpromaster.netlify.app/auto/fuel-cost,tool,PASS,PASS,"Fuel Cost Calculator: Distance, Mileage, Fuel Price (2026)",58,148,https://calcpromaster.netlify.app/auto/fuel-cost,"Fuel Cost Calculator",1799,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/mileage-calculator,tool,PASS,PASS,"Mileage Calculator: Distance &amp; Fuel Used (2026)",51,151,https://calcpromaster.netlify.app/auto/mileage-calculator,"Mileage Calculator",1665,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/fuel-price-compare,tool,PASS,PASS,"Fuel Price Comparison: Yearly km, Petrol km L, Petrol (2026)",60,148,https://calcpromaster.netlify.app/auto/fuel-price-compare,"Fuel Price Comparison",1975,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/car-loan-emi,tool,PASS,PASS,"Car Loan EMI Calculator: Loan Amount, Rate &amp; Months (2026)",62,152,https://calcpromaster.netlify.app/auto/car-loan-emi,"Car Loan EMI Calculator",1817,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/car-affordability,tool,PASS,PASS,"Car Affordability: Monthly Income, Monthly Expenses (2026)",58,155,https://calcpromaster.netlify.app/auto/car-affordability,"Car Affordability",1941,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/lease-vs-buy,tool,PASS,PASS,"Lease vs Buy Car: Car Price, Down Payment, Loan Rate (2026)",59,155,https://calcpromaster.netlify.app/auto/lease-vs-buy,"Lease vs Buy Car",2013,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/ev-charging-cost,tool,PASS,PASS,"EV Charging Cost: Battery, Current %, Target % &amp; Rate (2026)",64,154,https://calcpromaster.netlify.app/auto/ev-charging-cost,"EV Charging Cost",1819,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/ev-vs-gas-petrol,tool,PASS,PASS,"EV vs Petrol Cost: Yearly km, EV kWh 100km (2026)",49,146,https://calcpromaster.netlify.app/auto/ev-vs-gas-petrol,"EV vs Petrol Cost",1856,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/ev-range,tool,PASS,PASS,"EV Range Estimator: Battery &amp; Efficiency (2026)",51,150,https://calcpromaster.netlify.app/auto/ev-range,"EV Range Estimator",1678,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/car-maintenance,tool,PASS,PASS,"Car Maintenance Cost: Car Age &amp; Yearly km (2026)",52,152,https://calcpromaster.netlify.app/auto/car-maintenance,"Car Maintenance Cost",1658,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/tire-size,tool,PASS,PASS,"Tire Size Calculator: Old Width, Old Profile, Old (2026)",56,146,https://calcpromaster.netlify.app/auto/tire-size,"Tire Size Calculator",1936,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/oil-change,tool,PASS,PASS,"Oil Change Interval: Instant Result (2026)",42,151,https://calcpromaster.netlify.app/auto/oil-change,"Oil Change Interval",1675,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/car-insurance,tool,PASS,PASS,"Car Insurance Cost: Age &amp; Car Value (2026)",46,148,https://calcpromaster.netlify.app/auto/car-insurance,"Car Insurance Cost",1718,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/commute-cost,tool,PASS,PASS,"Commute Cost Calculator: One-Way Distance, Days Week (2026)",59,153,https://calcpromaster.netlify.app/auto/commute-cost,"Commute Cost Calculator",1854,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/ride-share-cost,tool,PASS,PASS,"Ride-Share vs Car Cost: Daily km, Ride $ km, Car km (2026)",58,150,https://calcpromaster.netlify.app/auto/ride-share-cost,"Ride-Share vs Car Cost",1898,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/public-transport,tool,PASS,PASS,"Public Transport vs Car: One-Way km, Days Month, PT (2026)",58,149,https://calcpromaster.netlify.app/auto/public-transport,"Public Transport vs Car",1912,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/walking-transit,tool,PASS,PASS,"Walk vs Transit Time: Distance, Walk Speed, Transit (2026)",58,151,https://calcpromaster.netlify.app/auto/walking-transit,"Walk vs Transit Time",1887,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/trip-time,tool,PASS,PASS,"Trip Time Calculator: Distance, Avg Speed, Break (2026)",55,150,https://calcpromaster.netlify.app/auto/trip-time,"Trip Time Calculator",1859,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/speed-distance-time,tool,PASS,PASS,"Speed Distance Time: Hours (2026)",33,148,https://calcpromaster.netlify.app/auto/speed-distance-time,"Speed Distance Time",1837,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/parking-cost,tool,PASS,PASS,"Parking Cost Calculator: Daily Rate &amp; Days Month (2026)",59,154,https://calcpromaster.netlify.app/auto/parking-cost,"Parking Cost Calculator",1623,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/car-depreciation,tool,PASS,PASS,"Car Depreciation: Purchase Price, Years &amp; Annual (2026)",59,155,https://calcpromaster.netlify.app/auto/car-depreciation,"Car Depreciation",1695,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/trade-in-value,tool,PASS,PASS,"Trade-In Value Estimator: Original Price &amp; Age (2026)",57,151,https://calcpromaster.netlify.app/auto/trade-in-value,"Trade-In Value Estimator",1633,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/bike-fuel,tool,PASS,PASS,"Motorcycle Fuel Cost: Monthly km, Mileage &amp; Fuel (2026)",59,155,https://calcpromaster.netlify.app/auto/bike-fuel,"Motorcycle Fuel Cost",1744,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/bike-loan,tool,PASS,PASS,"Motorcycle Loan EMI: Bike Price, Rate &amp; Months (2026)",57,154,https://calcpromaster.netlify.app/auto/bike-loan,"Motorcycle Loan EMI",1708,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/stopping-distance,tool,PASS,PASS,"Stopping Distance: Speed &amp; Reaction Time (2026)",51,155,https://calcpromaster.netlify.app/auto/stopping-distance,"Stopping Distance",1639,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/fuel-efficiency,tool,PASS,PASS,"Fuel Efficiency Savings: Current km L, Target km L (2026)",57,154,https://calcpromaster.netlify.app/auto/fuel-efficiency,"Fuel Efficiency Savings",1785,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/car-rental,tool,PASS,PASS,"Car Rental Cost: Days, Daily Rate &amp; Insurance (2026)",56,155,https://calcpromaster.netlify.app/auto/car-rental,"Car Rental Cost",1799,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/taxi-fare,tool,PASS,PASS,"Taxi Fare Estimator: Distance, Base Fare &amp; Per km (2026)",60,152,https://calcpromaster.netlify.app/auto/taxi-fare,"Taxi Fare Estimator",1757,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/auto-fare,tool,PASS,PASS,"Auto-Rickshaw Fare: Distance, Base Fare &amp; Per km (2026)",59,149,https://calcpromaster.netlify.app/auto/auto-fare,"Auto-Rickshaw Fare",1682,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/delivery-cost,tool,PASS,PASS,"Delivery Cost Calculator: Distance, Fuel Cost, Driver (2026)",60,154,https://calcpromaster.netlify.app/auto/delivery-cost,"Delivery Cost Calculator",1792,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/route-optimizer,tool,PASS,PASS,"Multi-Stop Route Cost: Stops, Total km &amp; Min Stop (2026)",60,146,https://calcpromaster.netlify.app/auto/route-optimizer,"Multi-Stop Route Cost",1748,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/auto/carbon-footprint-car,tool,PASS,PASS,"Car Carbon Footprint: Yearly km &amp; km L (2026)",49,145,https://calcpromaster.netlify.app/auto/carbon-footprint-car,"Car Carbon Footprint",1634,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business,category,PASS,PASS,"Business Calculators",20,67,https://calcpromaster.netlify.app/business,"Business Calculators",358,true,false,true,false,true,false,""
https://calcpromaster.netlify.app/hub/business,hub,PASS,PASS,"Business Calculators Comparison — CalcPro",41,110,https://calcpromaster.netlify.app/hub/business,"Business Calculators Comparison",370,true,false,true,false,true,false,""
https://calcpromaster.netlify.app/business/business-roi,tool,PASS,PASS,"Business ROI: Return On Investment (2026)",41,153,https://calcpromaster.netlify.app/business/business-roi,"Business ROI",1718,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/profit-margin,tool,PASS,PASS,"Profit Margin Calculator: Revenue &amp; Cost (2026)",51,152,https://calcpromaster.netlify.app/business/profit-margin,"Profit Margin Calculator",1747,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/ltv,tool,PASS,PASS,"Customer LTV: Monthly Revenue User &amp; Customer (2026)",56,153,https://calcpromaster.netlify.app/business/ltv,"Customer LTV",1713,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/cac,tool,PASS,PASS,"CAC Calculator: Marketing Spend &amp; New Customers (2026)",58,149,https://calcpromaster.netlify.app/business/cac,"CAC Calculator",1742,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/conversion-rate,tool,PASS,PASS,"Conversion Rate: Total Visitors &amp; Conversions (2026)",56,145,https://calcpromaster.netlify.app/business/conversion-rate,"Conversion Rate",1700,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/churn,tool,PASS,PASS,"Churn Rate Calculator: Starting Customers &amp; Lost (2026)",59,151,https://calcpromaster.netlify.app/business/churn,"Churn Rate Calculator",1709,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/roas,tool,PASS,PASS,"ROAS Calculator: Ad Revenue &amp; Ad Spend (2026)",49,154,https://calcpromaster.netlify.app/business/roas,"ROAS Calculator",1725,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/burn-rate,tool,PASS,PASS,"Burn Rate Calculator: Cash Balance &amp; Monthly Expenses (2026)",64,153,https://calcpromaster.netlify.app/business/burn-rate,"Burn Rate Calculator",1772,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/mrr,tool,PASS,PASS,"MRR Calculator: Active Subscribers &amp; Monthly Price (2026)",61,149,https://calcpromaster.netlify.app/business/mrr,"MRR Calculator",1715,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/nps,tool,PASS,PASS,"Net Promoter Score (NPS) Calculator: Promoters (2026)",53,154,https://calcpromaster.netlify.app/business/nps,"Net Promoter Score (NPS) Calculator",1840,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/freelance-rate,tool,PASS,PASS,"Freelance Rate Calculator: Desired Annual Income (2026)",55,155,https://calcpromaster.netlify.app/business/freelance-rate,"Freelance Rate Calculator",1838,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/pricing,tool,PASS,PASS,"Pricing Calculator: Unit Cost &amp; Desired Margin (2026)",57,149,https://calcpromaster.netlify.app/business/pricing,"Pricing Calculator",1706,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/inventory,tool,PASS,PASS,"Inventory Turnover: Cost of Goods Sold &amp; Average (2026)",59,150,https://calcpromaster.netlify.app/business/inventory,"Inventory Turnover",1747,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/break-even-revenue,tool,PASS,PASS,"Break-Even Revenue: Fixed Costs &amp; Contribution Margin (2026)",64,152,https://calcpromaster.netlify.app/business/break-even-revenue,"Break-Even Revenue",1732,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/payback,tool,PASS,PASS,"Payback Period: Initial Investment &amp; Annual Cash Flow (2026)",64,152,https://calcpromaster.netlify.app/business/payback,"Payback Period",1703,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/depreciation,tool,PASS,PASS,"Depreciation Calculator: Asset Cost, Salvage Value (2026)",57,147,https://calcpromaster.netlify.app/business/depreciation,"Depreciation Calculator",1803,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/discount-rate,tool,PASS,PASS,"Discount Rate Calculator: Equity, Debt, Cost of (2026)",54,154,https://calcpromaster.netlify.app/business/discount-rate,"Discount Rate Calculator",1938,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/saas-unit-metrics,tool,PASS,PASS,"SaaS Unit Metrics Calculator: Unit Economics (2026)",51,152,https://calcpromaster.netlify.app/business/saas-unit-metrics,"SaaS Unit Metrics Calculator",1973,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/break-even-point,tool,PASS,PASS,"Break-Even Point Calculator: Fixed Costs, Selling (2026)",56,151,https://calcpromaster.netlify.app/business/break-even-point,"Break-Even Point Calculator",1865,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/invoice-due-date,tool,PASS,PASS,"Invoice Due Date &amp; Late Fee: Invoice Amount &amp; Days (2026)",65,154,https://calcpromaster.netlify.app/business/invoice-due-date,"Invoice Due Date & Late Fee",1952,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/business/employee-cost,tool,PASS,PASS,"True Employee Cost: Annual Salary, Benefits, Overhead (2026)",60,154,https://calcpromaster.netlify.app/business/employee-cost,"True Employee Cost",1917,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career,category,PASS,PASS,"Career &amp; Freelance Calculators",34,75,https://calcpromaster.netlify.app/career,"Career & Freelance Calculators",402,true,false,true,false,true,false,""
https://calcpromaster.netlify.app/hub/career,hub,PASS,PASS,"Career Calculators Comparison — CalcPro",39,116,https://calcpromaster.netlify.app/hub/career,"Career Calculators Comparison",410,true,false,true,false,true,false,""
https://calcpromaster.netlify.app/career/salary-converter,tool,PASS,PASS,"Salary Converter: Amount (2026)",31,153,https://calcpromaster.netlify.app/career/salary-converter,"Salary Converter",1691,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/salary-negotiation,tool,PASS,PASS,"Salary Negotiation Calculator: Offered, Asking (2026)",53,148,https://calcpromaster.netlify.app/career/salary-negotiation,"Salary Negotiation Calculator",1768,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/raise-calculator,tool,PASS,PASS,"Pay Raise Calculator: Current Salary &amp; Raise % (2026)",57,153,https://calcpromaster.netlify.app/career/raise-calculator,"Pay Raise Calculator",1753,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/tax-bracket,tool,PASS,PASS,"Income Tax Bracket Calculator: Annual Income (2026)",51,148,https://calcpromaster.netlify.app/career/tax-bracket,"Income Tax Bracket Calculator",1705,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/freelance-hourly-rate,tool,PASS,PASS,"Freelance Hourly Rate: Desired Annual (2026)",44,148,https://calcpromaster.netlify.app/career/freelance-hourly-rate,"Freelance Hourly Rate",1693,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/freelance-project,tool,PASS,PASS,"Freelance Project Fee: Estimated Hours, Hourly Rate (2026)",58,146,https://calcpromaster.netlify.app/career/freelance-project,"Freelance Project Fee",1833,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/contractor-rate,tool,PASS,PASS,"Contractor vs Employee Rate: Employee Salary (2026)",51,147,https://calcpromaster.netlify.app/career/contractor-rate,"Contractor vs Employee Rate",1771,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/overtime-pay,tool,PASS,PASS,"Overtime Pay Calculator: Hourly Rate, Regular Hours (2026)",58,152,https://calcpromaster.netlify.app/career/overtime-pay,"Overtime Pay Calculator",1904,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/bonus-calc,tool,PASS,PASS,"Bonus &amp; Commission Calculator: Base Salary, Bonus % (2026)",62,150,https://calcpromaster.netlify.app/career/bonus-calc,"Bonus & Commission Calculator",1914,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/pay-gap,tool,PASS,PASS,"Gender Pay Gap Calculator: Person A Salary &amp; Person B (2026)",64,152,https://calcpromaster.netlify.app/career/pay-gap,"Gender Pay Gap Calculator",1749,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/401k-match,tool,PASS,PASS,"401k Match Calculator: Salary, Contribution % (2026)",52,150,https://calcpromaster.netlify.app/career/401k-match,"401k Match Calculator",1859,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/stock-options,tool,PASS,PASS,"Stock Options Value Calculator: Number of Options (2026)",56,151,https://calcpromaster.netlify.app/career/stock-options,"Stock Options Value Calculator",1825,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/side-hustle,tool,PASS,PASS,"Side Hustle Income Calculator: Hours Week, Rate (2026)",54,154,https://calcpromaster.netlify.app/career/side-hustle,"Side Hustle Income Calculator",1789,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/crypto-tax,tool,PASS,PASS,"Cryptocurrency Tax Calculator: Buy Price, Sell Price (2026)",59,145,https://calcpromaster.netlify.app/career/crypto-tax,"Cryptocurrency Tax Calculator",1896,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/career-gap,tool,PASS,PASS,"Career Gap Impact Calculator: Current Salary, Gap (2026)",56,147,https://calcpromaster.netlify.app/career/career-gap,"Career Gap Impact Calculator",1856,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/remortgage-calc,tool,PASS,PASS,"Remortgage Savings Calculator: Balance, Current Rate (2026)",59,155,https://calcpromaster.netlify.app/career/remortgage-calc,"Remortgage Savings Calculator",1864,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/mortgage-afford,tool,PASS,PASS,"Mortgage Affordability Checker: Annual Income (2026)",52,143,https://calcpromaster.netlify.app/career/mortgage-afford,"Mortgage Affordability Checker",1960,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/tax-refund,tool,PASS,PASS,"Tax Refund Estimator: Annual Income, Tax Withheld (2026)",56,145,https://calcpromaster.netlify.app/career/tax-refund,"Tax Refund Estimator",1839,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/invoicing-calc,tool,PASS,PASS,"Invoice Total Calculator: Subtotal, Tax Rate % (2026)",53,154,https://calcpromaster.netlify.app/career/invoicing-calc,"Invoice Total Calculator",1819,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/employment-status,tool,PASS,PASS,"Self-Employed Tax Calculator: Net Income &amp; Business (2026)",62,149,https://calcpromaster.netlify.app/career/employment-status,"Self-Employed Tax Calculator",1703,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/commission-plan,tool,PASS,PASS,"Sales Commission Calculator: Total Sales, Base Rate (2026)",58,152,https://calcpromaster.netlify.app/career/commission-plan,"Sales Commission Calculator",1873,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/freelance-budget,tool,PASS,PASS,"Freelance Monthly Budget: Monthly Income, Tax Rate % (2026)",59,152,https://calcpromaster.netlify.app/career/freelance-budget,"Freelance Monthly Budget",1995,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/career/redundancy-pay,tool,PASS,PASS,"Redundancy Pay Calculator: Age, Full Years Worked (2026)",56,146,https://calcpromaster.netlify.app/career/redundancy-pay,"Redundancy Pay Calculator",1764,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction,category,PASS,PASS,"Construction Calculators",24,108,https://calcpromaster.netlify.app/construction,"Construction Calculators",378,true,false,true,false,true,false,""
https://calcpromaster.netlify.app/hub/construction,hub,PASS,PASS,"Construction Calculators Comparison — CalcPro",45,155,https://calcpromaster.netlify.app/hub/construction,"Construction Calculators Comparison",390,true,false,true,false,true,false,""
https://calcpromaster.netlify.app/construction/concrete-slab,tool,PASS,PASS,"Concrete Slab Calculator: Length, Width &amp; Thickness (2026)",62,151,https://calcpromaster.netlify.app/construction/concrete-slab,"Concrete Slab Calculator",1745,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/wall-area,tool,PASS,PASS,"Wall Area Calculator: Length, Height, Doors Area (2026)",55,150,https://calcpromaster.netlify.app/construction/wall-area,"Wall Area Calculator",1809,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/roofing,tool,PASS,PASS,"Roofing Calculator: Roof Length, Roof Width &amp; Pitch (2026)",62,152,https://calcpromaster.netlify.app/construction/roofing,"Roofing Calculator",1743,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/drywall,tool,PASS,PASS,"Drywall Calculator: Wall Area &amp; Sheet Size (2026)",53,150,https://calcpromaster.netlify.app/construction/drywall,"Drywall Calculator",1731,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/flooring,tool,PASS,PASS,"Flooring Calculator: Floor Area &amp; Waste Factor (2026)",57,146,https://calcpromaster.netlify.app/construction/flooring,"Flooring Calculator",1650,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/gravel,tool,PASS,PASS,"Gravel Calculator: Length, Width &amp; Depth (2026)",51,145,https://calcpromaster.netlify.app/construction/gravel,"Gravel Calculator",1763,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/insulation,tool,PASS,PASS,"Insulation Calculator: Area, Desired R-Value (2026)",51,149,https://calcpromaster.netlify.app/construction/insulation,"Insulation Calculator",1746,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/stairs,tool,PASS,PASS,"Stair Calculator: Total Height &amp; Desired Riser Height (2026)",64,146,https://calcpromaster.netlify.app/construction/stairs,"Stair Calculator",1667,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/wallpaper,tool,PASS,PASS,"Wallpaper Calculator: Wall Area &amp; Roll Coverage (2026)",58,154,https://calcpromaster.netlify.app/construction/wallpaper,"Wallpaper Calculator",1660,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/carpet,tool,PASS,PASS,"Carpet Calculator: Room Length &amp; Room Width (2026)",54,145,https://calcpromaster.netlify.app/construction/carpet,"Carpet Calculator",1709,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/mulch,tool,PASS,PASS,"Mulch Calculator: Area &amp; Depth (2026)",41,155,https://calcpromaster.netlify.app/construction/mulch,"Mulch Calculator",1703,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/soil,tool,PASS,PASS,"Soil Calculator: Length, Width &amp; Depth (2026)",49,152,https://calcpromaster.netlify.app/construction/soil,"Soil Calculator",1768,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/bricks,tool,PASS,PASS,"Brick Calculator: Wall Area &amp; Brick Face Area (2026)",56,147,https://calcpromaster.netlify.app/construction/bricks,"Brick Calculator",1677,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/fence,tool,PASS,PASS,"Fence Calculator: Fence Length &amp; Post Spacing (2026)",56,148,https://calcpromaster.netlify.app/construction/fence,"Fence Calculator",1717,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/excavation,tool,PASS,PASS,"Excavation Calculator: Length, Width &amp; Depth (2026)",55,153,https://calcpromaster.netlify.app/construction/excavation,"Excavation Calculator",1717,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/tile-calculator,tool,PASS,PASS,"Tile Calculator: Area Length, Area Width, Tile Size (2026)",58,155,https://calcpromaster.netlify.app/construction/tile-calculator,"Tile Calculator",1894,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/paint-quantity,tool,PASS,PASS,"Paint Quantity Calculator: Litres Of Paint (2026)",49,152,https://calcpromaster.netlify.app/construction/paint-quantity,"Paint Quantity Calculator",1749,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/rebar-calculator,tool,PASS,PASS,"Rebar Calculator: Total Length &amp; Bar Diameter (2026)",56,146,https://calcpromaster.netlify.app/construction/rebar-calculator,"Rebar Calculator",1716,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/formwork,tool,PASS,PASS,"Formwork Area Calculator: Length, Height &amp; Exposed (2026)",61,153,https://calcpromaster.netlify.app/construction/formwork,"Formwork Area Calculator",1799,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/concrete-column,tool,PASS,PASS,"Concrete Column Calculator: Column Height, Width (2026)",55,153,https://calcpromaster.netlify.app/construction/concrete-column,"Concrete Column Calculator",1769,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/lumber-calculator,tool,PASS,PASS,"Lumber Calculator (Board Feet): Number of Pieces (2026)",55,155,https://calcpromaster.netlify.app/construction/lumber-calculator,"Lumber Calculator (Board Feet)",1857,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/paver-calculator,tool,PASS,PASS,"Paver Calculator: Area, Paver Length, Paver Width (2026)",56,153,https://calcpromaster.netlify.app/construction/paver-calculator,"Paver Calculator",1857,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/water-tank,tool,PASS,PASS,"Water Tank Capacity: Length, Width &amp; Height (2026)",54,151,https://calcpromaster.netlify.app/construction/water-tank,"Water Tank Capacity",1763,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/roof-pitch,tool,PASS,PASS,"Roof Pitch Calculator: Rise &amp; Run (2026)",44,152,https://calcpromaster.netlify.app/construction/roof-pitch,"Roof Pitch Calculator",1722,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/construction/deck-calculator,tool,PASS,PASS,"Deck Board Calculator: Deck Length, Deck Width, Board (2026)",60,153,https://calcpromaster.netlify.app/construction/deck-calculator,"Deck Board Calculator",1814,true,false,true,true,true,true,""
https://calcpromaster.netlify.app/conversion,category,PASS,PASS,"Unit Conversion Calculators",27,114,https://calcpromaster.netlify.app/conversion,"Unit Conversion Calculators",373,true,false,true,false,true,false,""
